Country Name,Country Code,Series Name,Series Code,1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Argentina,ARG,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.1,0,0,0,3.9,3.9,3.9,3.6,..
Argentina,ARG,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.41749,0.41959,0.41131,0.45337,0.43884,0.42461,0.38886,0.41013,0.40376,0.42074,0.45216,0.46007,0.47055,0.58398,0.56104,0.56597,0.63491,0.61849,0.59396,0.62262,0.55815,0.55712,0.4936,..,..
Argentina,ARG,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,10.8122,10.8068,10.7666,10.7584,10.7446,10.735,23.3304,25.3781,32.6347,38.0031,36.0835,37.7303,19.3315,21.8468,13.1583,8.3697,6.0164,9.6888,13.0071,16.7106,20.6263,23.5786,13.3774,9.5492,21.62,21.1411,24.9416,21.8763,19.363,18.8756,13.1044,10.0018,13.6967,15.8028,26.7917,23.7556,15.8923,14.982,14.4252,12.9601,18.0184,18.0528,24.4244,22.0367,33.5436,22.5814,24.5686,24.3929,23.7878,16.7902
Argentina,ARG,Social contributions (% of revenue),GC.REV.SOCL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.5950442082327,44.4215530903328,47.3164562419609,37.3025829431663,36.8083521710157,34.8071274829176,29.9504657571301,27.368270411276,25.8627020428609,24.3044647172547,23.4222563056389,22.8402715311037,19.678291491537,16.2280570401266,16.5557606385361,17.4505649644846,19.433826752701,26.4020495129493,24.02195439319,28.9770737481959,28.306984863164,30.3497828604286,31.2223396268536,31.7523181946791,29.2376840944513,31.1406982010086,32.3220780680517,35.0715804198445,34.3623413293522,29.992522998056,..
Argentina,ARG,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.66,12.53,..,8.34,13.33,13.93,15.67,11.29,10.52,9.25,12.01,12.87,5.96,5.22,5.49,5.83,5.39,5.93,5.99,5.68,6.02,6.27,6.63,7.35,7.53,7.93,7.42,7.26,..
Argentina,ARG,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.83851314669697,5.00823654744009,5.54792213441138,8.01513800555669,8.12643722809198,8.05435765172309,8.17178777492906,8.69008635554994,9.03052618638845,9.07612433559182,9.62260350188905,9.32489879390056,9.81895834666325,12.5187797002949,13.1007798994386,13.1031756459852,12.8788866954319,12.4482684483004,13.3178463574032,12.3830415594157,12.8530426903255,12.6636277012315,12.9528415127413,12.4529027558077,12.6109666067191,12.3365069418291,12.0972836411962,10.939623860491,10.1312463031035,10.6493246735121,..
Argentina,ARG,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.9740913997841,3.27380295370759,1.06094467022436,0.185163693145251,0.162996458053507,0.169851992994207,0.471233615863666,0.532815710990699,0.103716764333286,0.0975405026250442,0.117376900518506,0.201950055276843,15.5020347255483,17.9478748313799,15.3068277005577,15.2316883048827,14.2453674329315,16.6391273391636,22.9870921264126,18.2946400606737,20.7766395716487,19.3017773565965,17.9860210345909,13.0835789194976,14.0017337092786,9.76020743319997,7.06116575335062,5.55688705320382,6.30058933362473,16.5053220097377,..
Argentina,ARG,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.9602475102314,27.5242670364501,29.982107313007,33.8792871704115,33.3961401262234,36.4820693904505,39.2537742388125,40.7414567521222,41.7890413557146,42.1119804253262,43.8641163667409,43.8253146297782,37.4458707258889,34.2513520243592,37.1669201630616,37.2332226487939,35.8916892994696,33.9285658927465,31.6769745703794,29.4587083664878,28.603677016809,29.6538870401866,29.5741968351551,29.1654831374073,27.5945343597424,28.0000349566416,27.2416115086503,30.2522655088489,33.3482201086208,29.8710032291166,..
Argentina,ARG,"Population, total",SP.POP.TOTL,24259564,24653172,25056475,25462305,25865775,26264681,26661397,27061041,27471046,27896532,28338514,28794550,29262049,29737097,30216284,30698964,31184411,31668939,32148137,32618648,33079002,33529320,33970103,34402669,34828168,35246376,35657438,36063451,36467218,36870796,37275644,37681743,38087866,38491970,38892924,39289876,39684303,40080159,40482786,40788453,41261490,41733271,42202935,42669500,43131966,43590368,44044811,44494502,44938712,45376763
Argentina,ARG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.65813108318036,1.62841651625511,2.81175404095775,5.5338043948322,-0.0284121027670778,-2.01825151667566,6.93414775537975,-4.50612480247695,10.2227634648727,1.51878394940456,-5.18978914005386,-0.735659161627296,4.34909327957422,1.57073870223007,-5.18902435215529,6.15337706274559,2.70486882600893,-1.08993334173134,-7.15694965554972,-2.46721377637459,9.13311056620101,7.93729155643076,8.20697907221228,5.83620070368526,-2.84520961057079,5.52668982715234,8.1110467707457,3.85017885156228,-3.38545704063269,-0.78899893905691,-4.40883968258557,-10.8944848285903,8.83704079576924,9.02957330068152,8.85165992013437,8.04715150043027,9.00765087504757,4.05723310346406,-5.91852507634947,10.1253981561002,6.00395169280579,-1.0264204544321,2.40532378079436,-2.51261532081394,2.73115982828944,-2.08032784377811,2.81850297775918,-2.56535188247548,-2.08801486066213,-9.90523485573888
Argentina,ARG,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,9613.67688120479,9614.23793064163,9725.4670447684,10100.0684786638,9939.69662339375,9591.17200106077,10103.6273664386,9505.85621013129,10321.2391039196,10318.1829852084,9630.11517782086,9407.87464068984,9660.19212967857,9655.18364929907,9009.00172884746,9412.99481333182,9517.10860962445,9269.35579048858,8477.67290299912,8149.24061868556,8769.75039972016,9338.69951701644,9974.00441871003,10423.3788791662,10003.0916892982,10430.6824927136,11146.7210336555,11445.5649384682,10935.6445948055,10730.6082172968,10146.1068184859,8943.30800223846,9629.84408600561,10389.1512740641,11192.1795786128,11970.6553871118,12919.2353647124,13310.6236843092,12398.2835807357,13551.3391940229,14200.2698890608,13895.6337072986,14071.5086831557,13567.9484159809,13789.060424772,13360.2118345982,13595.0373551081,13112.4011339529,12711.705186853,11342.0218239541
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,1372.37417356256,1408.86537993108,2097.02283010295,2844.86331235351,2027.33720222659,1948.22468587272,2129.70836077888,2146.36495899265,2520.92071606516,2758.83481652658,2776.32208825139,2927.89735685135,3553.37750879684,2659.70824247007,2926.12648531698,3613.62170927636,3562.87605875248,3985.19246874962,2383.86747065533,4333.48337168025,5735.3599805848,6823.53883710424,6969.11972904571,7483.14033425721,7408.70866363112,7721.35410460355,8213.12512693705,8289.5075682025,7774.73620280001,7708.09911454041,7208.37311355372,2593.404563368,3349.80630031036,4277.72157290954,5109.85224490403,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11633.4980086503,9912.28180859863,8441.9194391094
Argentina,ARG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,4.00746532181198,0.00583595063336872,1.15692075574981,3.85175778367291,-1.58782938560111,-3.50639094469648,5.34299004669241,-5.91640145293687,8.57769017081557,-0.0296099981834743,-6.66849781956685,-2.3077661380714,2.68198183570003,-0.0518465917889301,-6.69259067380369,4.48432686155165,1.10606452417427,-2.60323622749577,-8.54086201224274,-3.87408535421757,7.61432641480513,6.48763181805525,6.80292690150243,4.50545680141448,-4.03215881088221,4.27458646483123,6.86473336181048,2.68100281607806,-4.4551784591153,-1.87493636731784,-5.44704817261687,-11.8547817184023,7.67653404752819,7.88493750549884,7.72948899640498,6.95553357619964,7.9242108884188,3.02950065191851,-6.85422505520184,9.30012292248985,4.78868313859435,-2.14528444981812,1.26568517537076,-3.57858050983289,1.62966427946263,-3.11006389821465,1.75764818265694,-3.55009117333478,-3.05585485836266,-10.7749774146387
Argentina,ARG,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14144.7636701963,15221.7921466478,16209.325977232,17312.0345746893,18092.0208138979,17362.5218025837,18104.6978095103,19347.5370400947,19866.2450529814,18981.1683827459,18625.283553796,17610.7553863342,15523.0387763225,16714.6701331979,18032.6114274509,19426.4401435001,20777.6527103416,22424.1177287724,23103.4565215525,21519.8936160346,23521.2701751149,24647.6292739738,24118.8675159104,24424.1364465266,23550.0990599562,23933.8866121144,23189.5274451514,23597.1177528578,22759.3985583522,22063.9043717727,19686.5236589267
Australia,AUS,"Adjusted net enrollment rate, primary (% of primary school age children)",SE.PRM.TENR,96.54105,..,95.15404,94.52301,97.27922,98.30379,99.97696,99.98407,99.97685,99.95414,99.90612,99.093,98.11419,96.30331,96.34697,97.0215,97.57306,98.24894,98.36512,97.97447,97.38874,97.15609,96.73898,96.43436,94.99609,95.40056,94.98368,94.91501,94.54912,94.48531,93.95538,94.02894,95.01722,95.375,95.675,95.78078,96.55403,96.67832,96.81221,97.10396,97.67766,97.98651,97.48417,97.13516,97.10963,96.7724,96.4991,..,..,..
Australia,AUS,Bribery incidence (% of firms experiencing at least one bribe payment request),IC.FRM.BRIB.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Central government debt, total (% of GDP)",GC.DOD.TOTL.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.2530084682811,11.9430136193107,14.17313887896,17.9074283317208,20.2256526966678,21.7363875875261,21.8677442527374,20.9115580839596,16.9103056128496,31.1495288974604,29.590461598496,0.027812999066754,0.0259859755281053,0.025182281262485,0.0229722463210145,0.0225072123906758,0.021647280792429,0.0203203959532226,0.0183978262365233,0.0240607231707462,0.0292573610275351,0.0305868467382266,0.0399077533348717,0.0380392720986105,0.042207528166503,0.0469480198522591,0.054648482520169,..,..,..,..
Australia,AUS,"Claims on central government, etc. (% GDP)",FS.AST.CGOV.GD.ZS,11.0855011972452,12.0369514270467,11.3114233244353,10.2497609230689,12.9601147179508,12.6926039406362,10.5098931211037,10.3446005783931,10.7695126567327,11.0679961806623,10.3723878363437,7.57811826107389,8.32927849761087,7.96654825824312,9.19625126119644,10.0686193997473,9.65749330706398,8.13356172907539,7.5738476506792,5.56483279720968,6.22983348261218,8.62133052263662,8.78534165519291,8.15717960457989,7.91919283787287,9.25574912843021,5.77785071666852,5.77251494615191,3.68530694358256,2.25838065395183,-0.212044120692247,0.170141329781917,-1.19354328565097,-0.951204745797809,-1.6517927438818,-2.79740916850255,-1.49823953603882,-1.57098737462953,-0.543528622089513,0.495922597925801,-0.11110928505535,0.201692521753041,0.113039270613139,0.735110108991286,1.4921593928972,3.10103562658366,2.95620100527262,4.39581792398301,6.19140679555196,8.85649737662732
Australia,AUS,Consumer price index (2010 = 100),FP.CPI.TOTL,10.79604578564,11.4464099895942,12.4869927159209,14.4120707596254,16.5972944849116,18.8085327783559,21.1238293444329,22.8147762747138,24.8959417273673,27.4193548387097,30.0208116545265,33.4287200832466,36.7845993756504,38.2414151925078,40.8168574401665,44.5109261186264,48.309053069719,51.7950052029136,55.6971904266389,59.7814776274714,61.6805411030177,62.3048907388137,63.3975026014568,64.6462018730489,67.6378772112383,69.4068678459938,69.5629552549428,70.1612903225807,71.2018730489074,74.3756503642039,77.6534859521332,79.9687825182102,82.1540062434963,84.0790842872008,86.3423517169615,89.4120707596254,91.4932362122789,95.4734651404787,97.1644120707596,100,103.303850156087,105.124869927159,107.700312174818,110.379812695109,112.044745057232,113.475546305931,115.686784599376,117.89802289282,119.797086368366,120.811654526535
Australia,AUS,Cost of business start-up procedures (% of GNI per capita),IC.REG.COST.PC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,2.1,1.9,1.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,..
Australia,AUS,Labor tax and contributions (% of commercial profits),IC.TAX.LABR.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.7,23.7,22.2,21.9,21.1,20.9,20.5,20.4,20.8,20.9,21.1,21.1,21.1,21.1,21,..
Australia,AUS,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,2.76315170889944,2.68562060485785,2.37934679594664,2.26280269948392,2.26731559253735,2.21661210675248,2.24720220833707,2.21568856991058,2.19272937103289,2.24895690403517,2.29660194471064,2.39326521613692,2.51981181916526,2.50523365070013,2.52326837870517,2.54042975157867,2.37298883241393,2.16181488266294,2.0518275094775,2.07590585971773,2.16804285831077,2.16874608012627,2.17802988646311,2.11659858893427,2.02131256804327,1.93044006740518,1.86733439499343,1.87112181310612,1.88923574072912,1.82984191251005,1.87009387891872,1.87396462061393,1.84628968871455,1.82741076940486,1.80249267959937,1.82233092604478,1.81534224491167,1.79854717158338,1.92690895601887,1.85679136240993,1.7570782279711,1.671015795455,1.63972058115549,1.77223385667728,1.95102786259565,2.08368922475255,1.99757726645313,1.89062224595723,1.87974326651011,2.06304277734412
Australia,AUS,"Preprimary education, duration (years)",SE.PRE.DURS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Australia,AUS,Primary school starting age (years),SE.PRM.AGES,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Australia,AUS,Procedures to register property (number),IC.PRP.PROC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,..
Australia,AUS,Profit tax (% of commercial profits),IC.TAX.PRFT.CP.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26.3,26.7,27.2,27.4,25.9,26,26.1,26.1,26.1,26.1,26,26,26,26,26.1,..
Australia,AUS,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.6665,..,1.51645,..,1.57558,..,1.75161,..,1.85456,..,2.18552,..,2.4037,..,2.37586,2.23765,..,2.1787,..,1.91918,..,1.87466,..,..,..
Australia,AUS,Short-term debt (% of total external debt),DT.DOD.DSTC.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,Social contributions (% of revenue),GC.REV.SOCL.ZS,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.591650147659695,0.558020172280025,0.619127394566247,0.63008878523792,0.701324509699887,0.680182782709176,0.522815208006907,0.783926169759026,0.637162409529978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..
Australia,AUS,"Tariff rate, applied, weighted mean, all products (%)",TM.TAX.MRCH.WM.AR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.56,..,9.75,..,..,6.81,6.82,6.49,6.1,5.83,4.8,3.69,3.74,3.69,3.07,3.38,3.45,3.15,3.67,2.8,1.77,1.81,1.84,1.91,1.9,1.18,0.89,0.86,0.77,..
Australia,AUS,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,..,17.8670982825285,17.0442438740025,18.0846827714362,19.9019098076139,20.328231251652,20.5622749130878,20.4329053841535,19.7972796343613,20.4412902457894,21.493078834247,21.6161581650666,21.7443710779934,21.0434065367564,22.5434411613249,22.6098985551798,23.2644989674845,23.1786198358079,22.6897501197162,22.4766008022582,22.3740304232964,20.6807007742983,20.0179523091045,20.0444434902095,21.2143147440084,21.9291545283444,22.4309416143968,22.2720061486455,22.4752112825954,23.0768998077618,24.9402183625363,23.6166114022748,24.365136835797,24.3441934685885,24.8369690720979,24.5893841012414,24.0931056982697,24.2553169802763,22.0436537065179,20.5269552747402,20.3503122216089,21.1170969777079,21.9581112368817,21.9088787823813,21.865491896164,22.2344726424899,22.0474576578938,23.1146946812654,23.3336747444538,..
Australia,AUS,Taxes on exports (% of tax revenue),GC.TAX.EXPT.ZS,..,0.0125817815802718,0.0117938436136337,0.110091743119266,0.296568281316198,0.685579196217494,0.921285750442926,0.471126037876668,0.660220641478894,0.334813305189606,0.357798165137615,0.260793972761518,0.167756679876492,0.153667988062893,0.130259953559495,0.129163834126445,0.115843475906061,0.103898871764816,0.0947321717650162,0.0793178663493952,0.061464140526435,0.0595204029073428,0.00563323155961649,0.00428453603830375,0.00476558106729954,0.00432159587892617,0.00481707170211229,0.00458081706507051,0.0028698933834608,0,0,0,0.00358689247008788,0.00429362682658041,0.00523813888925265,0.00571391256081235,0.00534771614322712,0.00350187875795364,0.00467992886508125,0.00524150221453469,0.00381564205115042,0.00378976888726069,0.00266789982925441,0.00285534806692936,0.00337812159548683,0.00297900344210307,0.00283098018828592,0,0,..
Australia,AUS,Taxes on goods and services (% of revenue),GC.TAX.GSRV.RV.ZS,..,21.8994167492022,22.1236198534723,21.6844854321391,19.0615462868769,20.6663832500797,19.3998098945367,19.4110601742865,22.2517058377559,23.3736910994764,23.0344253192671,22.0364088107411,23.6484129752354,25.3022572511961,24.5367628394957,23.9655847873911,22.7304884071706,22.7601216887318,21.7877892609636,21.4207694486023,21.2316231324726,20.2792836852127,20.1495437993535,21.3870211554972,21.5767634854772,21.4897835193298,20.5180600242237,20.2427553577966,19.2925056823639,17.9058915369961,24.2757612921744,25.4334466826271,25.8207091375948,25.3209954995343,24.1797973664025,23.6278690348178,23.1854649566888,22.5632602128357,22.6594410837082,24.3574252354247,23.9731054752223,22.1807221392851,23.0232082690577,23.487688566472,21.3237157373142,21.6581523279389,21.1127956682816,20.4433302326357,19.4452927891564,..
Australia,AUS,"Population, total",SP.POP.TOTL,12937000,13177000,13380000,13723000,13893000,14033000,14192000,14358000,14514000,14692000,14927000,15178000,15369000,15544000,15758000,16018400,16263900,16532200,16814400,17065100,17284000,17495000,17667000,17855000,18072000,18311000,18517000,18711000,18926000,19153000,19413000,19651400,19895400,20127400,20394800,20697900,20827600,21249200,21691700,22031750,22340024,22733465,23128129,23475686,23815995,24190907,24601860,24982688,25365745,25687041
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.00368353437398,3.91252352957896,2.61372315111119,4.10336216123119,1.34991678730046,2.58769620026857,3.59742756746006,0.896879845528218,4.04348669176025,3.03424587145736,3.33776813804133,3.32844193385323,-2.22047012220898,4.58129721922676,5.24932960928453,4.03752885052448,2.55117045885154,5.74338158549649,3.86117351615441,3.57099814702293,-0.397817699614905,0.41218470060933,4.02990646050326,3.98389015293171,3.837755292963,3.87858529337824,3.96653766174953,4.57668875918884,5.07359909510564,3.93313694470206,1.93085759225417,4.0014040616517,2.98593432165801,4.05545196750958,3.20426979287869,2.79453702446311,3.84423031556788,3.65795352556486,1.93699392030038,2.067417127684,2.46275631162725,3.91816287094112,2.58489770154893,2.5331146653882,2.19264742646037,2.7706521973025,2.30061062359425,2.94928577160958,2.16095629535999,-0.284839297785609
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27062.5277903793,27609.1657321281,27900.9609786521,28319.851236279,28350.9353576002,28794.4096729674,29496.0644515408,29416.5314664804,30277.0244351391,30817.754215872,31345.0128023031,31852.7047973423,30758.3616835042,31805.3403202161,33020.3047129534,33795.0479129058,34134.0741067864,35508.7485440439,36260.8405975777,37003.9909885526,36389.9953779829,36099.2955871231,37188.4496375203,38262.8300362451,39254.1896595562,40244.468687506,41375.3056813672,42820.3023709023,44481.7127419264,45683.31004291,45941.7353828189,47200.4085056222,48013.6244640151,49384.917067974,50299.1007737618,50947.5638533321,52576.6426291301,53418.5536172064,53342.4479012173,53604.9210993336,54167.1586465105,55315.3310163741,55776.8623014324,56343.061163788,56755.7217124249,57424.251335741,57764.0688425977,58561.1900146445,58923.2082117629,58020.4538711012
